url;Pases;Pases_link;Fecha;Muertes;Tasa;Var
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Sri Lanka [+];https://datosmacro.expansion.com/demografia/mortalidad/sri-lanka?anio=1990;1990;;6,50‰;0,04
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Suazilandia [+];https://datosmacro.expansion.com/demografia/mortalidad/suazilandia?anio=1990;1990;;9,11‰;-0,15
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Sudáfrica [+];https://datosmacro.expansion.com/demografia/mortalidad/sudafrica?anio=1990;1990;;8,28‰;-0,16
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Sudán [+];https://datosmacro.expansion.com/demografia/mortalidad/sudan?anio=1990;1990;;12,05‰;-0,11
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Sudán del Sur [+];https://datosmacro.expansion.com/demografia/mortalidad/sudan-del-sur?anio=1990;1990;;20,74‰;-0,57
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Suecia [+];https://datosmacro.expansion.com/demografia/mortalidad/suecia?anio=1990;1990;95.161;11,10‰;0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Suiza [+];https://datosmacro.expansion.com/demografia/mortalidad/suiza?anio=1990;1990;63.739;9,50‰;0,3
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Surinam [+];https://datosmacro.expansion.com/demografia/mortalidad/surinam?anio=1990;1990;;7,24‰;-0,01
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Tailandia [+];https://datosmacro.expansion.com/demografia/mortalidad/tailandia?anio=1990;1990;;5,71‰;0,04
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Tanzania [+];https://datosmacro.expansion.com/demografia/mortalidad/tanzania?anio=1990;1990;;14,99‰;0,05
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Tayikistán [+];https://datosmacro.expansion.com/demografia/mortalidad/tayikistan?anio=1990;1990;;9,70‰;-0,03
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Timor Oriental [+];https://datosmacro.expansion.com/demografia/mortalidad/timor-oriental?anio=1990;1990;;15,60‰;-0,47
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Togo [+];https://datosmacro.expansion.com/demografia/mortalidad/togo?anio=1990;1990;;12,05‰;-0,14
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Tonga [+];https://datosmacro.expansion.com/demografia/mortalidad/tonga?anio=1990;1990;;5,97‰;0,05
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Trinidad y Tobago [+];https://datosmacro.expansion.com/demografia/mortalidad/trinidad-tobago?anio=1990;1990;;7,56‰;-0,01
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Túnez [+];https://datosmacro.expansion.com/demografia/mortalidad/tunez?anio=1990;1990;;6,28‰;-0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Turkmenistán [+];https://datosmacro.expansion.com/demografia/mortalidad/turkmenistan?anio=1990;1990;;8,81‰;-0,07
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Turquía [+];https://datosmacro.expansion.com/demografia/mortalidad/turquia?anio=1990;1990;;8,25‰;-0,21
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Ucrania [+];https://datosmacro.expansion.com/demografia/mortalidad/ucrania?anio=1990;1990;;12,10‰;0,5
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Uganda [+];https://datosmacro.expansion.com/demografia/mortalidad/uganda?anio=1990;1990;;18,37‰;0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Uruguay [+];https://datosmacro.expansion.com/demografia/mortalidad/uruguay?anio=1990;1990;30.225;9,73‰;0,13
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Uzbekistán [+];https://datosmacro.expansion.com/demografia/mortalidad/uzbekistan?anio=1990;1990;;6,10‰;-0,2
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Vanuatu [+];https://datosmacro.expansion.com/demografia/mortalidad/vanuatu?anio=1990;1990;;8,13‰;-0,18
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Venezuela [+];https://datosmacro.expansion.com/demografia/mortalidad/venezuela?anio=1990;1990;;5,29‰;-0,02
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Vietnam [+];https://datosmacro.expansion.com/demografia/mortalidad/vietnam?anio=1990;1990;;6,36‰;-0,1
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Yemen [+];https://datosmacro.expansion.com/demografia/mortalidad/yemen?anio=1990;1990;;11,47‰;-0,29
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Yibuti [+];https://datosmacro.expansion.com/demografia/mortalidad/yibuti?anio=1990;1990;;10,72‰;0,04
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Zambia [+];https://datosmacro.expansion.com/demografia/mortalidad/zambia?anio=1990;1990;;17,99‰;0,34
https://datosmacro.expansion.com/demografia/mortalidad?anio=1990;Zimbabue [+];https://datosmacro.expansion.com/demografia/mortalidad/zimbabue?anio=1990;1990;;9,61‰;0,33
