url;Pases;Pases_link;Fecha;Naci Dos 1;Naci Dos 2;Naci Dos 3;Tasa;Ndicede;Var
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Rusia [+];https://datosmacro.expansion.com/demografia/natalidad/rusia?anio=1990;1990;;;;13,40‰;1,89;-5,87%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Samoa [+];https://datosmacro.expansion.com/demografia/natalidad/samoa?anio=1990;1990;;;;33,12‰;5,12;-1,73%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;San Cristóbal y Nieves [+];https://datosmacro.expansion.com/demografia/natalidad/san-cristobal-nieves?anio=1990;1989;;;;22,30‰;2,8;-15,15%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;San Vicente y las Granadinas [+];https://datosmacro.expansion.com/demografia/natalidad/san-vicente-las-granadinas?anio=1990;1990;;;;24,84‰;2,96;-1,79%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Santa Lucía [+];https://datosmacro.expansion.com/demografia/natalidad/santa-lucia?anio=1990;1990;;;;28,26‰;3,4;-2,75%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Santo Tomé y Príncipe [+];https://datosmacro.expansion.com/demografia/natalidad/santo-tome-principe?anio=1990;1990;;;;40,11‰;5,82;-0,95%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Senegal [+];https://datosmacro.expansion.com/demografia/natalidad/senegal?anio=1990;1990;;;;43,10‰;6,53;-1,60%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Serbia [+];https://datosmacro.expansion.com/demografia/natalidad/serbia?anio=1990;1981;;;;;2,1;-8,70%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Seychelles [+];https://datosmacro.expansion.com/demografia/natalidad/seychelles?anio=1990;1990;;;;23,10‰;3;-14,29%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Sierra Leona [+];https://datosmacro.expansion.com/demografia/natalidad/sierra-leona?anio=1990;1990;;;;46,83‰;6,72;-0,07%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Singapur [+];https://datosmacro.expansion.com/demografia/natalidad/singapur?anio=1990;1990;;;;18,20‰;1,83;4,57%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Siria [+];https://datosmacro.expansion.com/demografia/natalidad/siria?anio=1990;1990;;;;35,88‰;5,31;-3,91%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Somalia [+];https://datosmacro.expansion.com/demografia/natalidad/somalia?anio=1990;1990;;;;48,40‰;7,4;0,76%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Sri Lanka [+];https://datosmacro.expansion.com/demografia/natalidad/sri-lanka?anio=1990;1990;;;;20,63‰;2,48;-2,40%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Suazilandia [+];https://datosmacro.expansion.com/demografia/natalidad/suazilandia?anio=1990;1990;;;;42,59‰;5,62;-2,72%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Sudáfrica [+];https://datosmacro.expansion.com/demografia/natalidad/sudafrica?anio=1990;1990;;;;29,08‰;3,65;-3,54%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Sudán [+];https://datosmacro.expansion.com/demografia/natalidad/sudan?anio=1990;1990;;;;41,81‰;6,15;-0,98%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Sudán del Sur [+];https://datosmacro.expansion.com/demografia/natalidad/sudan-del-sur?anio=1990;1990;;;;47,45‰;6,76;-0,41%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Suecia [+];https://datosmacro.expansion.com/demografia/natalidad/suecia?anio=1990;1990;123.938;63.600;60.400;14,50‰;2,13;5,97%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Suiza [+];https://datosmacro.expansion.com/demografia/natalidad/suiza?anio=1990;1990;83.939;42.900;41.000;12,50‰;1,58;1,28%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Surinam [+];https://datosmacro.expansion.com/demografia/natalidad/surinam?anio=1990;1990;;;;27,58‰;3,27;-1,12%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Tailandia [+];https://datosmacro.expansion.com/demografia/natalidad/tailandia?anio=1990;1990;;;;19,22‰;2,11;-3,03%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Tanzania [+];https://datosmacro.expansion.com/demografia/natalidad/tanzania?anio=1990;1990;;;;44,12‰;6,21;-0,96%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Tayikistán [+];https://datosmacro.expansion.com/demografia/natalidad/tayikistan?anio=1990;1990;;;;40,56‰;5,23;-2,06%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Timor Oriental [+];https://datosmacro.expansion.com/demografia/natalidad/timor-oriental?anio=1990;1990;;;;43,42‰;5,34;1,27%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Togo [+];https://datosmacro.expansion.com/demografia/natalidad/togo?anio=1990;1990;;;;42,33‰;6,32;-1,86%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Tonga [+];https://datosmacro.expansion.com/demografia/natalidad/tonga?anio=1990;1990;;;;31,31‰;4,64;-1,00%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Trinidad y Tobago [+];https://datosmacro.expansion.com/demografia/natalidad/trinidad-tobago?anio=1990;1990;;;;20,71‰;2,45;-4,70%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Túnez [+];https://datosmacro.expansion.com/demografia/natalidad/tunez?anio=1990;1990;;;;25,96‰;3,48;-5,49%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Turkmenistán [+];https://datosmacro.expansion.com/demografia/natalidad/turkmenistan?anio=1990;1990;;;;35,47‰;4,34;-2,07%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Turquía [+];https://datosmacro.expansion.com/demografia/natalidad/turquia?anio=1990;1990;;;;25,87‰;3,11;-3,30%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Ucrania [+];https://datosmacro.expansion.com/demografia/natalidad/ucrania?anio=1990;1990;;;;12,60‰;1,84;-3,96%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Uganda [+];https://datosmacro.expansion.com/demografia/natalidad/uganda?anio=1990;1990;;;;50,00‰;7,09;-0,08%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Uruguay [+];https://datosmacro.expansion.com/demografia/natalidad/uruguay?anio=1990;1990;56.013;;;18,04‰;2,52;-0,20%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Uzbekistán [+];https://datosmacro.expansion.com/demografia/natalidad/uzbekistan?anio=1990;1990;;;;33,70‰;4,07;-2,56%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Vanuatu [+];https://datosmacro.expansion.com/demografia/natalidad/vanuatu?anio=1990;1990;;;;36,08‰;4,93;-0,89%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Venezuela [+];https://datosmacro.expansion.com/demografia/natalidad/venezuela?anio=1990;1990;;;;29,05‰;3,23;-8,34%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Vietnam [+];https://datosmacro.expansion.com/demografia/natalidad/vietnam?anio=1990;1990;;;;28,69‰;3,55;-3,45%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Yemen [+];https://datosmacro.expansion.com/demografia/natalidad/yemen?anio=1990;1990;;;;52,08‰;8,61;-1,23%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Yibuti [+];https://datosmacro.expansion.com/demografia/natalidad/yibuti?anio=1990;1990;;;;39,78‰;6,07;-1,04%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Zambia [+];https://datosmacro.expansion.com/demografia/natalidad/zambia?anio=1990;1990;;;;45,22‰;6,44;-0,92%
https://datosmacro.expansion.com/demografia/natalidad?anio=1990;Zimbabue [+];https://datosmacro.expansion.com/demografia/natalidad/zimbabue?anio=1990;1990;;;;37,42‰;5,18;-3,52%
