url;Pases;Pases_link;Fecha;Esperanza De 1;Esperanza De 2;Esperanza De 3;Var
https://datosmacro.expansion.com/demografia/esperanza-vida;Sudáfrica [+];https://datosmacro.expansion.com/demografia/esperanza-vida/sudafrica;2017;66,98;59,87;63,4;1,00%
https://datosmacro.expansion.com/demografia/esperanza-vida;Sudán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/sudan;2017;66,32;63,1;64,7;0,33%
https://datosmacro.expansion.com/demografia/esperanza-vida;Sudán del Sur [+];https://datosmacro.expansion.com/demografia/esperanza-vida/sudan-del-sur;2017;58,34;56,25;57,29;0,84%
https://datosmacro.expansion.com/demografia/esperanza-vida;Suecia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/suecia;2017;84,1;80,8;82,5;0,12%
https://datosmacro.expansion.com/demografia/esperanza-vida;Suiza [+];https://datosmacro.expansion.com/demografia/esperanza-vida/suiza;2017;85,6;81,6;83,7;0
https://datosmacro.expansion.com/demografia/esperanza-vida;Surinam [+];https://datosmacro.expansion.com/demografia/esperanza-vida/surinam;2017;74,86;68,36;71,52;0,17%
https://datosmacro.expansion.com/demografia/esperanza-vida;Tailandia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/tailandia;2017;79,3;71,8;75,5;0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;Tanzania [+];https://datosmacro.expansion.com/demografia/esperanza-vida/tanzania;2017;68,05;64,55;66,31;0,97%
https://datosmacro.expansion.com/demografia/esperanza-vida;Tayikistán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/tayikistan;2017;74,36;68,43;71,21;0,23%
https://datosmacro.expansion.com/demografia/esperanza-vida;Timor Oriental [+];https://datosmacro.expansion.com/demografia/esperanza-vida/timor-oriental;2017;71,1;67,42;69,2;0,46%
https://datosmacro.expansion.com/demografia/esperanza-vida;Togo [+];https://datosmacro.expansion.com/demografia/esperanza-vida/togo;2017;61,31;59,63;60,48;0,41%
https://datosmacro.expansion.com/demografia/esperanza-vida;Tonga [+];https://datosmacro.expansion.com/demografia/esperanza-vida/tonga;2017;76,23;70,16;73,18;0,21%
https://datosmacro.expansion.com/demografia/esperanza-vida;Trinidad y Tobago [+];https://datosmacro.expansion.com/demografia/esperanza-vida/trinidad-tobago;2017;74,45;67,36;70,78;0,16%
https://datosmacro.expansion.com/demografia/esperanza-vida;Túnez [+];https://datosmacro.expansion.com/demografia/esperanza-vida/tunez;2017;77,99;73,92;75,94;0,28%
https://datosmacro.expansion.com/demografia/esperanza-vida;Turkmenistán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/turkmenistan;2017;71,45;64,5;67,96;0,18%
https://datosmacro.expansion.com/demografia/esperanza-vida;Turquía [+];https://datosmacro.expansion.com/demografia/esperanza-vida/turquia;2017;81,3;75,7;78,5;0,51%
https://datosmacro.expansion.com/demografia/esperanza-vida;Ucrania [+];https://datosmacro.expansion.com/demografia/esperanza-vida/ucrania;2017;78;68,3;73,3;2,55%
https://datosmacro.expansion.com/demografia/esperanza-vida;Uganda [+];https://datosmacro.expansion.com/demografia/esperanza-vida/uganda;2017;62,39;57,95;60,18;0,49%
https://datosmacro.expansion.com/demografia/esperanza-vida;Uruguay [+];https://datosmacro.expansion.com/demografia/esperanza-vida/uruguay;2017;81;74,03;77,65;0,20%
https://datosmacro.expansion.com/demografia/esperanza-vida;Uzbekistán [+];https://datosmacro.expansion.com/demografia/esperanza-vida/uzbekistan;2017;74,23;68,65;71,42;0,15%
https://datosmacro.expansion.com/demografia/esperanza-vida;Vanuatu [+];https://datosmacro.expansion.com/demografia/esperanza-vida/vanuatu;2017;74,66;70,22;72,33;0,28%
https://datosmacro.expansion.com/demografia/esperanza-vida;Venezuela [+];https://datosmacro.expansion.com/demografia/esperanza-vida/venezuela;2017;78,92;70,76;74,73;0,24%
https://datosmacro.expansion.com/demografia/esperanza-vida;Vietnam [+];https://datosmacro.expansion.com/demografia/esperanza-vida/vietnam;2017;81,04;71,77;76,45;0,26%
https://datosmacro.expansion.com/demografia/esperanza-vida;Yemen [+];https://datosmacro.expansion.com/demografia/esperanza-vida/yemen;2017;66,65;63,7;65,16;0,31%
https://datosmacro.expansion.com/demografia/esperanza-vida;Yibuti [+];https://datosmacro.expansion.com/demografia/esperanza-vida/yibuti;2017;64,36;60,99;62,64;0,28%
https://datosmacro.expansion.com/demografia/esperanza-vida;Zambia [+];https://datosmacro.expansion.com/demografia/esperanza-vida/zambia;2017;64,96;59,58;62,26;0,62%
https://datosmacro.expansion.com/demografia/esperanza-vida;Zimbabue [+];https://datosmacro.expansion.com/demografia/esperanza-vida/zimbabue;2017;63,51;59,76;61,71;0,90%
